text,label
even on volume ten shaq is too low and sounds like mumbles,other
everything sucks now,other
fix the volume,other
fix the volume add subdivision,other
fix the volume it is way too low,other
fix the volume please,other
funciona pero aun esta muy limitado no funciona en espanol,other
funciona pero aun esta muy limitado no funciona en espaol,other
game starts over adds wrong and nothing else seems to work properly on it start over with this app,other
garbage dont bother,other
grear before sucks now,other
great for local boston news and updates if only the volume is better,other
great idea but you have to add all your own movies yourself it should start with a database or even better source family movies off the amazon video list for prime members,other
hard as hell to her samuel to work wont buy again,other
have a hard getting her to start my car,other
hola me funciono un dia h ahora dejo de funcionar alguien sabe por que,other
horrible product dont buy,other
i am looking for djembe beats for our drum circle this offers nothing please add african or latin drum beats on different instruments,other
i didn order or buy this,other
i didnt order or buy this,other
i ditto what needs tweaking said i have this app on my st phone and love itbut needs tweaking for the echo,other
i don like it it sucks it sucks so had that ei mean nothing sucks only this sucks,other
i enjoy the option of local news but i need the volume up the whole way to hear it then when it plays the next item it is way too loud please increase the recorded volume,other
i get information about the app but it wont play my book,other
i had no idea i had to pay for sam i mean im happy i did but i wish i knew befor i said add him smh,other
I have tried over and over to get this app to work It wont Horrible,Does_not_work
doesnt work such a nighte,Does_not_work
i put in my password and nothing happens google pixel two,Unresponsive
Does not work for Canadian Sirius accounts,Does_not_work
not working keep saying echo needs to be updated but Alexa says its up to date,Does_not_work
fix this it dont work it says not avalible,Does_not_work
So far the would you like to resume the show from time is wayy too wordy and I do not like that I can not shuffle tv show name,other
Keeps saying apple music is not supported on my device Its worked in the past but not now,Unresponsive
worked great for a very short time ivv disabled sirius and pandora skills but did not correct the error,Does_not_work
Used to work now does not even show up,Does_not_work
so far it only says Welcome to christian music does not play anything at all,Does_not_work
is not working please fix now,Does_not_work
it says my restricion is not available,Does_not_work
very disappointed will not link,Unresponsive
Will not launch with any command variant,Does_not_Understand
this link was unsuccsecful and definitely did not work i tried and it would not play on my alexa,Unresponsive
I have spotify linked on the app but when I ask alexa she says it is not linkeddisappointing,Unresponsive
not singing says would you like to resume and when said yes it doesnt play the vishnu sahasranamam,Does_not_work
This does not work even when it states linked,Unresponsive
Doesnt work And there seems to be no fix,Does_not_work
No go for the UK it seems,other
alexa reports that spotify is not supported yet its linked in the app,Unresponsive
no responde,Does_not_work
I love it but it cuts off after a half hour,Stopped_working
Purple ang grey does not work at all,Does_not_work
If you guys say Pandora is one of your stations and it does not work makes your engineering department look sad,Unresponsive
does not let you play apple music after its link,Unresponsive
tried conneting multiple times does not work taking it back to the store,Unresponsive
Have tried over and over again Echo says not linked app says we are,Unresponsive
Worthless app,other
Does not turn off,Cannot_stop
Same issue as everyone else please fix it already,other
Pretty and calming musicbut does not last long,other
Conservative radio is garbage,other
I believe the first time I linked and used it it worked Now the app says it is linked but Alexa says it is not,Stopped_working
is not working at all with my echo,Does_not_work
This is all I get apple music is not supported after linking the account to the device,Unresponsive
why is spotify not recognized by Alexa and it is installed,Unresponsive
whenever you say alexa play dababy on spotify it just says that its plaing it but its really not,Does_not_work
will not play any of my local stations,Does_not_work
Seriously this is truly offensive,other
no anda,other
Tried several times but nothing happened,Does_not_work
can not use it because it will not enable,Does_not_work
Pandora will play on my Echo but not my Astra,Unresponsive
Does not support for versa 2,other
I have linked to my account and it still does not work,Does_not_work
Stopped playing my any of my playlists ugh,Stopped_working
it is not the long typical drawnout cicada call,other
Straight up doesnt work says apple music is not supported even after linking,Does_not_work
it was not my faverite but also not my least faverite,other
Worked well for a month as it did for another reviewer Now it is saying my account is not linked and the alexa app does not work when I try to reset it,Unresponsive
does not work Worked once but never again,Does_not_work
Will only play about half of my playlists and will not shuffle any songsplaylists,Does_not_work
Turns off after thirty seconds,Stopped_working
This skill is not found,other
It does not work I only use apple music It does not play on this device,Does_not_work
Yes I have streaming access on Sirius I am listening to it on my tablet now The Alexa skill does not link,Unresponsive
i do not know why they removed this but it sucks,other
Will not loopshort run time,other
I could not find that on tidal when it clearly there,other
Will not work with my Apple Music Thumbs down,Unresponsive
Not as relaxing as I would expected,other
I have tried everything and even reset my password and it will not work,Unresponsive
it SUCKSi hate it,other
Linking is impossible,Unresponsive
so dumb,other
was excited to use Sirius on Alexa however it wont work Keeps saying not available at this time Im pissed,Does_not_work
sucks that i have access to apple music but cant link it to alexa what mess,Unresponsive
is this a joke too,other
there is some linking issue,Unresponsive
not working in mexico thats sad,other
it will not play on the everywhere group,Does_not_work
does not work right like it used to,Does_not_work
please fix works on my google phone so not 93x problem,Does_not_work
A little high pitched but its better than nothing,other
it doesnt work its just a waste of time guys dont try it,Does_not_work
Horrible Acuracy,other
Alexa will not connect to SiriusXM and has not for the past few days,Unresponsive
Spotify is not supported on this device,Unresponsive
This is offensive to at least two different races and cultures,other
the evho is crap the account is linked it says its not,Unresponsive
my apple music is not working on my echo never happened until this week whats up,Unresponsive
not very good for sleep,other
Been saying alexa play one thousand three hundred and ten the ticket for months and that no longer works,Stopped_working
cannotide coty,other
will not work Customer support said they would get back to me As Soon As Possible that was seven days ago,Does_not_work
Alexa does not recignize Pandora as it once did No longer works zero response from Alexa,Unresponsive
010 would not reccom,other
very disappointed I tried to link my Apple music but its not workingits hooked up on the app but will not work,Unresponsive
no more no less,other
A good idea Just not much to it,other
You are a crusty crab,other
just does not work at all does not even respond,Does_not_work
Boring does not say anybodys name,other
It says it is not enabled but when I enable it it says that it is already been enavled,Does_not_work
Jokes were very unfunny,other
I thought its stupiddoes not do nothing for me and not really funny either,other
it is the same one every time Pretty lame,other
Says same joke over again in short time,other
will not tell any jokes,other
Just a bunch of dumb Chuck Norris jokes and I mean dumb as in not the good ones,other
Your location is not supported,Does_not_work
does not do anything when I ask,Does_not_work
Good jobnot,other
I installed this skill and it was horrible,other
weak and not for me,other
Was excited to see this app but it is not working,Does_not_work
It does not work at all,Does_not_work
could not get a response from Alexa,Does_not_work
Has some groaners but keeps repeating the drunk crab joke,other
Just flat out does not work,Does_not_work
but it does not work now,Does_not_work
does not work with a number of different inpu,Does_not_work
Has never worked,other
I kept using the commands showing in the app and it would not do anything even though I have four flights booked,Does_not_Understand
He does not know any facts,other
Tried several times and this skill would not launch,Does_not_work
Alexa will not play this with me,Does_not_work
I do not think I will ever do this again,other
Same facts over and over too few,other
Good it is not,other
Not what I expected,other
It does not work for me,Does_not_work
The first wor RUNCATION is archaic not used,other
thats dumb,other
Seriously garbage,other
Tried everything its a mess,other
Just plain bad,other
The walkthrough is nowhere to be found,other
Bad kangyage,other
It did not give me facts when I tried to use it,other
It does not work well,Does_not_work
You r dumb,other
Probably because the Echo Dots buttons are not backlit,other
Keeps restarting Really sad,Does_not_work
I guess a number and it replies with you got 1a0b or 0a1b and I do not get what that means and help does not help,Does_not_work
Despite multiple attempts we could not get it to work,Does_not_work
I do not get it from beginning to end,other
could not get one guess right,other
If you say anything it will say a no agree with you even if it is not in the choicesBad app,Does_not_work
I do not know her but I seen her,other
It could not guess a chair What the hell,other
Its only a preview Do not waste your time,other
I wish she would do all fifty states and not repeat states until all have been done,other
Just plain awful,other
i tried to follow the instructions and is still does not sync,Does_not_work
it a fun gamehen it works alexa now often says the answer is incorrect when it is correct please fix the game,Does_not_Understand
it is a fun game but it took all my credits and never game me my bonus round even when i got four correct,Does_not_Understand
alexa can not understand me,Does_not_Understand
alexa cant understand the command,Does_not_Understand
alexa comes up with some good words and though i beat her she does not understand complex words,Does_not_Understand
alexa could not understand any of the words i spelled especially words with double letters like ee frustrating,Does_not_Understand
alexa could not understand any of the words i spelled especially words with double letters like tee frustrating,Does_not_Understand
alexa could not understand half of my words i could not understand half of hers enunciate,Does_not_Understand
alexa could not understand my order,Does_not_Understand
alexa couldn understand most of or letters so we gave up,Does_not_Understand
alexa couldnt understand most of or letters so we gave up,Does_not_Understand
alexa did not understand several responses that were correct,Does_not_Understand
alexa do not me understand,Does_not_Understand
alexa do not understand any requests made,Does_not_Understand
alexa do not understand the answers or reply please fix it was a good game,Does_not_Understand
alexa does not understand,Does_not_Understand
alexa does not understand the answers in response to the question on tennis my answer was john mcenroe but alexa did not understand,Does_not_Understand
alexa doesn understand and the website keeps deleting data,Does_not_Understand
alexa doesn understand any channel name and hardly any games,Does_not_Understand
alexa doesn understand anything we say,Does_not_Understand
alexa doesnt seem to understand the phrase austin bbq,Does_not_Understand
alexa doesnt understand and the website keeps deleting data,Does_not_Understand
alexa doesnt understand anything get a new api,Does_not_Understand
alexa doesnt understand correct answers 50 of the time not worth trying anymore,Does_not_Understand
alexa keeps saying lock is busy i don understand,Does_not_Understand
alexa keeps saying lock is busy i dont understand,Does_not_Understand
alexa keeps telling me it doesnt understand,Does_not_Understand
alexa keeps telling me she does not understand the question,Does_not_Understand
alexa now says i sorry i wasn able to understand what you said,Does_not_Understand
alexa now says im sorry i wasnt able to understand what you said,Does_not_Understand
alexa skips songs midway thru i dont understand why,Does_not_Understand
alexa whats article 2i dont understand the command,Does_not_Understand
and its not been on are you so i dont understand why im still getting charged,Does_not_Understand
answers were incorrect or only partially correct and there is little information to understand the hormones it alsoked my correct answers wrong,Does_not_Understand
app doesn understand the answers,Does_not_Understand
approximately 25 of the time the game fails to recognize a correct answer fix that and it will be a fun game,Does_not_Understand
asking me about a wwf wrestler and i answer the rock says i wrong answer again with dwayne johnson and it correct had issues understanding the answer fortin luther king ortin luther king jr,Does_not_Understand
asking me about a wwf wrestler and i answer the rock says im wrong answer again with dwayne johnson and its correct had issues understanding the answer fortin luther king ortin luther king jr,Does_not_Understand
bogus game can not understand her,Does_not_Understand
c ant understand any of the foods i askonly the foods on,Does_not_Understand
can get it to understand rachio,Does_not_Understand
can not understand anything,Does_not_Understand
can not understand anything she says on vocabulary but science and math are ok,Does_not_Understand
can not understand me,Does_not_Understand
can understand a thing,other
can understand her,other
cant get it to understand rachio,Does_not_Understand
cant understand a thing,Does_not_Understand
cant understand clear playlist names,Does_not_Understand
cant understand her,other
cant understand what theyre saying,Does_not_Understand
could be a great game if you could understand the word alexa says and that she also understands what you say i would give zero stars if itd register,Does_not_Understand
could not understand any answers,Does_not_Understand
couldn even understand the clue when you do alexa couldn understand the answer no score given not fun,Does_not_Understand
couldn understand what stocks i was telling it,Does_not_Understand
couldnt even understand the clue when you do alexa couldnt understand the answer no score given not fun,other
couldnt understand any of the color combos saying the same thing several times and it didnt understand or it didnt have anything for that color,Does_not_Understand
couldnt understand what stocks i was telling it,Does_not_Understand
crashed and could not understand my answers,Does_not_Understand
did not understand me,Does_not_Understand
did not work on mine just kept saying i do not understand the question,Does_not_Understand
didn understand anything i asked,Does_not_Understand
didn understand numbers picked kept repeating it self,Does_not_Understand
didnt understand numbers picked kept repeating it self,Does_not_Understand
dint understand,Does_not_Understand
does not always understand answers,Does_not_Understand
does not even work cant understand me,Does_not_Understand
does not seem to understand spoken street names could be an alexa problem,Does_not_Understand
does not understand an,Does_not_Understand
does not understand any commmands,Does_not_Understand
does not understand any deman,Does_not_Understand
does not understand command,Does_not_Understand
does not understand or respoknd two answers,Does_not_Understand
does not understand playlist selection making the point of it moot,Does_not_Understand
does not understand the commands,Does_not_Understand
does not understand yellowstone,Does_not_Understand
does not understand your answers,Does_not_Understand
does not work alexa does not understand,Does_not_Understand
doesn understand answers on echo,Does_not_Understand
doesn understand most questions about key signatures and relative minor scales,Does_not_Understand
doesnr know silver line stations does not understand,Does_not_Understand
doesnt understand answers,Does_not_Understand
doesnt understand answers on echo,Does_not_Understand
doesnt understand any of us,Does_not_Understand
doesnt understand anything its asked,Does_not_Understand
doesnt understand basic yesno responses back to the drawing board,Does_not_Understand
doesnt understand comand take meds 9am and 9pm,Does_not_Understand
doesnt understand most of the commands advertised,Does_not_Understand
doesnt understand most questions about key signatures and relative minor scales,Does_not_Understand
doesnt understand the command,Does_not_Understand
doesnt understand the difference by the way apital one and apital rendering it useless,Does_not_Understand
doesnt understand when i say play my playlist,Does_not_Understand
dont understand why alexa cannot find nash fm no more i loved listening to nash fm please fix,Does_not_Understand
even if i got the question right she said she could not understand me,Does_not_Understand
even when i give right answers it says it wrong doesn understand me,Does_not_Understand
even when the answer is yes she doesn understand,Does_not_Understand
even when the answer is yes she doesnt understand,Does_not_Understand
every single game it will not register my answers it understands me alexa will repeat back my answer but the game is saying it doesn understand very frustrating,Does_not_Understand
every single game it will not register my answers it understands me alexa will repeat back my answer but the game is saying it doesnt understand very frustrating,Does_not_Understand
failed to understand any responses to queries,Does_not_Understand
fun but alexa does not understand words,Does_not_Understand
fun game but alexa doesn understand about 40 of the time makes this too frustrating to play was trying to use ccentric which she stated she didn understand over and over until i gave up,Does_not_Understand
fun game but alexa doesnt understand about 40 of the time makes this too frustrating to play was trying to use eccentric which she stated she didnt understand over and over until i gave up,Does_not_Understand
get five answers correct but echo does not understand me or something played three games got fifteen correct but echo only recognized one answer as correct it is funny though,Does_not_Understand
get half way through a game and then suddely it can understand you,Does_not_Understand
get half way through a game and then suddely it cant understand you,Does_not_Understand
get to the same place and the game will not hear my answer or can not understand it and it will ask me to repeat and will never register my answer then it will kick me out of the game great game but i will not be playing anymore,Does_not_Understand
great questions but doesn understand the answers for me either,Does_not_Understand
had the nerve to tell me six ends with h can not understand words,Does_not_Understand
half the time alexa doesnt hear or understand correct answers and claims they are wrong very frustrating playing this game,Does_not_Understand
hard to understand words blended together when i could understand they really werent funny,Does_not_Understand
however it often mishears answers our last three games have ended because it heard our correct answer wrong otherwise it is fun,Does_not_Understand
i can not understand what she is saying,Does_not_Understand
i can understand it,Does_not_Understand
i could not understand alexa choices in the millionaire game so i could not get the answer correct please fix this problem,Does_not_Understand
i could not understand alexas choices in the millionaire game so i could not get the answer correct please fix this problem,Does_not_Understand
i could not understand many words she said several of my correct answers were not the same as what the answer should have been she also did not respond to any commands like let me think or i do not know,Does_not_Understand
i couldnt even get past the first question orry captain i couldnt understand your command,Does_not_Understand
i couldnt even get past the first question sorry captain i couldnt understand your command,Does_not_Understand
i don rally understand why it could be use abroad,Does_not_Understand
i dont understand it even says no treats,Does_not_Understand
i dont understand what this ishow it works,Does_not_Understand
i dont understand why this doesnt work help,Does_not_Understand
i enabled it and alexa just keeps saying sorry i didnt understand please say it again,Does_not_Understand
i gave correct answer and alexander did not understand,Does_not_Understand
i got two answers rights but it didnt hear me or understand me i speak english im from usa but this thing keeps telling me im wrong when i have the right answer makes me not want to try things on it,Does_not_Understand
i have had numerous experiences now where i have clearly enunciated the answer for alexa yet she cannot seem to understand what i am saying furthermore in todays question i could not understand the last answer she was offering as an option however of course i couldnt ask her to spell it for me question i couldnt figure out if she was saying canyon canyon lemon,Does_not_Understand
i like the concept but she didnt understand most of our answers that we knew were right very frustrating,Does_not_Understand
i never subscribed to the triveia club alexia didn understand me when i said no,Does_not_Understand
i really enjoyed this game until the male voice kept telling me that he did not understand what i said i kept repeating myself in a clear voice and it was very frustrating because he ended up closing the game on me also the male voice on the game would tell me i had the wrong answer when i knew it was correct,Does_not_Understand
i think alexa doesn understand ersey and my accent isn even that bad i answer the question correctly and i get a big fat nope it very frustrating,Does_not_Understand
i think alexa doesnt understand jersey and my accent isnt even that bad i answer the question correctly and i get a big fat nope its very frustrating,Does_not_Understand
i wanted her to help look up a word in a verse but she doesnt understand,Does_not_Understand
i would say that this is for the africanamerican teenagers this is a rap that others would not understand,Does_not_Understand
infinite loop it doesnt understand you,Does_not_Understand
initially alexa could understand some of my answers but recently it misses my answers and tells me i got them wrong even though they were correct completely frustrating,Does_not_Understand
it can not understand,Does_not_Understand
it can understand what i said i t only worked once,Does_not_Understand
it cant understand what i said i t only worked once,Does_not_Understand
it could be fun if she understood the answers that i was giving super frustrating i am sorry i did not understand that please say it again dah,Does_not_Understand
it didn understand numbers and the questions didn match up,Does_not_Understand
it didnt understand numbers and the questions didnt match up,Does_not_Understand
it does not understand a single answer no matter who says it it just keeps saying i did not catch that,Does_not_Understand
it doesn understand any questions,Does_not_Understand
it doesn understand me,Does_not_Understand
it doesn understand our answers anymore we say the right answers and it says it is wrong but then it says the say thing is rhe correct answer,Does_not_Understand
it doesnt understand,Does_not_Understand
it doesnt understand me,Does_not_Understand
it doesnt understand my yesno answers please fix,Does_not_Understand
it doesnt understand our answers anymore we say the right answers and it says it is wrong but then it says the say thing is rhe correct answer,Does_not_Understand
it doesnt understand us well,Does_not_Understand
it doesnt understand what i say and gave me the same word twice without relling the correct way to spell it,Does_not_Understand
it hasnt worked once alexa keeps telling me she doesnt understand,Does_not_Understand
it is extremely frustrating when every correct answer i give alexa can not understand and says it is wrong,Does_not_Understand
it jist doesnt understand anything,Does_not_Understand
it just wasnt it alexa sounded terrible trying to speak japanese that i couldnt understand her over the native speaker,Does_not_Understand
it keeps saying it cant understand the command,Does_not_Understand
it keeps telling me she does not understand,Does_not_Understand
it makes you say your location but no matter what i said the response was sorry i didn understand that,Does_not_Understand
it never registers my answers correctly i very articulate and i enunciate well i don understand what happening,Does_not_Understand
it struggles to understand answers,Does_not_Understand
it took four turns for it to correctly understand my spelling of eady confusing letters such as with or when it finally understood correctly it said i was wrong and that the correct spelling was etty which isn even a real word,Does_not_Understand
she can not understand katl,Does_not_Understand
she can understand anything you say she can even understand the commands that are part of the game,Does_not_Understand
she can understand what your saying,Does_not_Understand
she cant understand the answers even if the answer is ckrrect,Does_not_Understand
she cant understand what your saying,Does_not_Understand
she changed numbers on me several times if she does not understand what you replied she will give you the correct answer by saying you can pick a number between one and the correct answer,Does_not_Understand
she couldn understand a word was saying a correct response and all she could say was i did t hear the word,Does_not_Understand
she didn understand me she didn give good instructions,Does_not_Understand
she didnt understand me she didnt give good instructions,Does_not_Understand
she does not understand,Does_not_Understand
she does not understand half the words she does outside this word game,Does_not_Understand
she doesn understand my birth date can get past that cant even try it out,Does_not_Understand
she doesnt understand anything i say and calls me molly,Does_not_Understand
she doesnt understand even the simplest commands she did once but then keeps saying sorry,Does_not_Understand
she doesnt understand my birth date cant get past that cant even try it out,Does_not_Understand
she dosebt understand the commands,Does_not_Understand
she frequently misstates my responces or says she doesnt understand my responce only to use it at a later round in the game,Does_not_Understand
she kept saying that she did not understand me,Does_not_Understand
she struggles to understand most words,Does_not_Understand
so frustrating it will typically understand me the first time but when i have to confirm it almost never understands a simple es,Does_not_Understand
so frustrating it will typically understand me the first time but when i have to confirm it almost never understands a simple yes,Does_not_Understand
sometimes it does not understand,Does_not_Understand
sorry i did not understand the question,Does_not_Understand
terrible alexa could not understand the name i gave it the name but then it said it wanted the date then it said it did not understand the name we went round and round for a minute before i gave up,Does_not_Understand
terrible cannot understand answers,Does_not_Understand
thanks for making my three year old cry when you did not understand his answers and told him santa thinks he is nhty and bringing him a lump of coal he is absolutely devastated and inconsolable i am furious,Does_not_Understand
the correct answers are words alexa doesnt understand and misinterprets youll never win,Does_not_Understand
the game has great potential as the questions themselves are pretty good unfortunately the darn thing will never ever understand you six times out of ten you will say the correct answer and it will call it wrong only to correct you with what you had just said moments before,Does_not_Understand
the game oftenlares my correct answers as incorrect after telling me my answer is wrong the game states the correct answer which is exactly what i said in the first place,Does_not_Understand
the only thing she understands is don know she doesn understand any other answers,Does_not_Understand
theres some artist names alexa doesnt understand its frustrating is there a way to fix it,Does_not_Understand
this game continually misunderstands and says answer is wrong even when answer is correct,Does_not_Understand
this game is fun and i do like it if it would work correctly it will tell us were wrong even if we said the correct answer,Does_not_Understand
this game is not fun its feustrating she either cant understand what i say or skips an answer entirely,Does_not_Understand
this game might be fun if it could understand the answer it called everything a wrong answer then repeated my answer as the correct one sheesh,Does_not_Understand
this is an enjoyable activity when it works lately more and more often it fails to understand what we are saying even though we are saying the correct answer this is especially true when the answer to a particular clue is more than one word it is very frustrating to say the correct answer only to hear i did not get that or the answer is not when i know very well that is what the answer is it is gotten so bad that we are on the verge of stopping to play altogether,Does_not_Understand
this is so frustrating i do not understand any of it i have two degrees and am working on the third and i am of above average intellignece but this is rediculous,Does_not_Understand
this would b awesome for sat prep if you could understand the word it would also b great to receive a card so you will know the spelling,Does_not_Understand
thisnis a fun game but it has a lot of bigs in it we gave correct answers but said we were wrong,Does_not_Understand
tried 10x does not understand my question,Does_not_Understand
understand the difference between anderson and henderson,Does_not_Understand
used to understand now it asks me to answer in the form of a question half the time which i was doing got rigt answer was told it was wrong and the correct answer was exactly what i had said word for word,Does_not_Understand
we had q for the category and she accepted quail feathers for each one yet she cannot understand actual correct answers if you mumble the answer she will accept it as correct,Does_not_Understand
we had q for the category and she accepted uail feathers for each one yet she cannot understand actual correct answers if you mumble the answer she will accept it as correct,Does_not_Understand
we often can understand what she saying and she doesn understand what wee saying irritating it used to be better,Does_not_Understand
we thought itd be fun but doesnt understand correct answers,Does_not_Understand
we tried to play but apparently alexa has never heard of nevada because she would either respond with didnt hear anything or couldn understand,Does_not_Understand
we were really hoping for a game to pass the time but this one doesn understand most of your answers the correct answers and then ends the game not worth your time,Does_not_Understand
when will deezer and alexa really are going to understand each other,Does_not_Understand
why is this not working i dont understand it,Does_not_work
why it cant be used in thailand why restricted dont understand,other
wont tell you the answer doesnt understand i dont know,Does_not_Understand
would be a great game if every time you spelled a word he didnt say sorry i didnt get that spelled out a dozen words in two games and he didnt understand but one,Does_not_Understand
would have loved this game but she didn understand most of our answers,Does_not_Understand
would have loved this game but she didnt understand most of our answers,Does_not_Understand
would not understand the simple word spinach,Does_not_Understand
you are correct i could not understand you try saying it is close it is right i could not understand you try saying it is close alexa exit,other
you are correcti could not understand you try saying it is closeit is righti could not understand you try saying it is closealexa exit,other
you can even understand what shes saying,other
you can understand her pronunciations and she can understand us very frustrating rarely fun,other
you cant understand her pronunciations and she cant understand us very frustrating rarely fun,other
you cant understand what alexa is saying,other
you don understand me so frustrating that half of my correct answers you don understand,Does_not_Understand
you don understand meso frustrating that half of my correct answers you don understand,Does_not_Understand
you get crefit for wrong answers because tge fame doesnt understand what you are saying very frustrating and a waste if time,Does_not_Understand
alexa does get my answers and tell me i am wrong when i have said the correct answer,Does_not_Understand
alexa doesn recognize correct answers,Does_not_Understand
alexa doesnt recognize correct answers,Does_not_Understand
alexa never here my answer i right and get it wrong when my opponent answers the same,Does_not_Understand
alexa never heres my answer im right and get it wrong when my opponent answers the same,Does_not_Understand
all of the questions are too old and she doesnt recognize correct answers,Does_not_Understand
also never hears my answers corectly,Does_not_Understand
and when it did it wasn simple it was such a long answer,Does_not_Understand
and when it did it wasnt simple it was such a long answer,Does_not_Understand
answer correct yet it doesnt recognize it,Does_not_Understand
answered correctly and she told me no the answer isthe answer i gave,Does_not_Understand
answers are scripted,Does_not_Understand
answers are too specific i answer shakle wrong correct answer is snap shackle,Does_not_Understand
be tbe answers should be ab cd instead of having to say the answers,Does_not_Understand
corrects answers that have been answered correctly,Does_not_Understand
didn hear any of our answers that we called out and some answers we got right were wrong,Does_not_Understand
didn work said correct answer each time app said wrong to each answer,Does_not_Understand
didnt hear any of our answers that we called out and some answers we got right were wrong,Does_not_Understand
didnt work said correct answer each time app said wrong to each answer,Does_not_Understand
does not accept correct answers frustrating,Does_not_Understand
does not recognize answers,Does_not_Understand
does not recognize answers well,Does_not_Understand
does not recognize answers would be good otherwise,Does_not_Understand
does not recognize correct answers,Does_not_Understand
does not recognize my correct answers,Does_not_Understand
that sucks,other
the add button doesnt seem to work so i cant add anything,other
the app has been crap from the start and the company has never done whats nessessary to delvelope or reenginner one that works,other
the app sucks,other
the apple music skill needs to have the ability to browse apple music library there should also be an option to search and add to library,other
the dimmers keep going offline this is annoying someone needs to provide a fix and soon,other
the free version adds gaps to the sound that are really awful in the middle of the night its also cumbersome to have to add the skill name when requesting a sound,other
the information provided was way too general,other
the intro is annoying audio quality is tinny and unprofessional narration is nasally,other
the list isn that helpful please add the calendar,other
the max volume is still too low,other
the new background music is distracting and pretty awful it adds a corny cheapness to the quality of the briefing change it and i will add another star,other
the only thing it will do is turn on my tv and change volume,other
the sound is horrible nothing made sense the kids hated it,other
the spanish portion is in very low volume it needs to be at the same volume as the english section it very hard to hear,other
the volume is always inconsistent the volume goes from low to lower fix this please,other
the volume is attenuated and the female speaker sounds like she has mashed potatoes in her mouth,other
the volume is far too low compared to everything else,other
the volume is really low,other
the volume is too low then too high up and down up and down and it just quits,other
the volume is too low to even bother with,other
the volume is way too low,other
there is only one cat in the box why bother,other
these are distress sounds that will bother your cat,other
these plugs are garbage,other
these suck balls do not buy,other
they need to add routine options,other
they need to work on their software and connectivity it is deficient,other
they went to just saying three headline titles and thats it no information,other
thing sucks,other
this app just repeats what you say i wish it would use your pets name,other
this app just sucks,other
this app suck no stars,other
this app sucks,other
this app sucks o stars,other
this blows i have a 5000 tv that a few years old and it doesn work this sucks,Does_not_work
this blows i have a 5000 tv thats a few years old and it doesnt work this sucks,Does_not_work
this does not change alexas voice it just adds a few extra commands do not buy,other
this is a kids app but just adds everything to my shopping list hmmmm wonder if that is on purpose,other
this is currently unusable until very low volume is fixed by increasing volume previously a great addition,other
this is one of the hardest of apps to use it sucks,other
this just sucks,other
this one sucks and dies it so what it wmsays it will do,other
this really sucks,other
this should really support hdmicec for tv controls requiring a ir blaster to change the volume is pretty antiquated,other
this skill is worthless tried it once and all it provided was information about matrix movies boring,other
this skill need workit sucks,other
this software sucks,other
this sucks,other
this sucks fix it as soon as possible,other
this used to be such a great app after an update the volume went from a nice low one to a freaking ten while on the one setting no way to get it back to how it used to be,other
this used to work it doesnt work anymore sucks to suck fix it,other
this volume setting thing is a real problem on the hardware,other
this was a pain setting up it would only notify if someone pressed the doorbell but would never be able to show the live video,other
this whole thing is just an add for big business anyway,other
too much information,other
tried everything but it wont work dont bother,other
try to open only brings up search results for apps,other
turn down volume before using app,other
turn up the volume,other
un desastre a principal razon por la cual lo compre fue para usarlo con spotify no lo compre,other
used to be a great app new they have tonsk adds for their own app and made some of the normal sounds on the premium way to go earn that one star,other
used to be five stars now annoying with the add on at the end of the briefing please revert,other
used to work great tried to add another plug and an automatic update broke everything,other
used to work now it sucks,other
very low volume,other
vivo en barcelona y no funciona por rrstricciones geograficas algun update,other
voice is too low no matter what volume setting i use,other
voice purchase for single item only if you add items to your cart it tells you to checkout on the website or app,other
volume,other
volume fades out and back in very distracting,other
volume is crazy low,other
volume is much too low,other
volume is too low,other
volume is too low and news is old,other
volume is way too low,other
volume of this broadcast needs to be raised,other
volume ramps up at the beginning and fades out at the end so it tends to wake you up when starting over,other
volume should match alexa voice volume,other
volume too low,other
volume too low fix that and i would use again,other
volume too low everyone has same problem fix it,other
was good till all the adds came,other
was ok but now wont start the sounds when i make a selection,other
was this just a lure to gather our information i never received any product,other
way too much information,other
we have a movie we areshall bye,other
welcome to all recipes you can search for a recipe by name or by ingredient what would you like to search forrecipe with quinoasorry i did not get that what would you like to search forrecipe using quinoasorry i did not get that what would you like to search fornever mindsorry i did not get that what would you like to search forexitsorry i did not get that what would you like to search forstopsorry i did not get that what would you like to search fornothingsorry i did not get that what would you like to search forquietsorry i did not get that what would you like to search forwhat would you like to search forwhat would you like to search forshut upsorry i did not get that what would you like to search forexitsorry i did not get that what would you like to search for i did not get that what would you like to search for,other
well that sucks,other
what advise no one to buy it,other
what i just saidit sucks,other
what is this if i knew i would never buy it,other
what to add,other
when i say open sleep sounds it turns on my tv dont buy dont download,other
when i say play abandoned castle or start abandoned castle etc she says she doesn know that one,other
when i start it it does nothing,other
when i try to change the volume it only works half the time,other
when will this start working again,other
when xbox is on i can not change volume of my echo plus even if i say alexa change your volume to whatever it will still chang the volume of the tvxbox,other
when xbox is on i can not change volume of my echo plus even if i say lexa change your volume to whatever it will still chang the volume of the tvxbox,other
when you fix the low volume you will get five stars,other
where is the integration with the simplisafe video doorbell,other
which sucks,other
while trying to add the villa app on my tablet it said that the certificate expired and it could be hacked,other
whoever you are you keep posting the same information for all the apps that you are contributing what is going on,other
why does this extension suck now,other
why even bother,other
